id,evidence,claim,label,topic_ip,question
339,Zhou et al (1) mentioned that 'Direct contact with intermediate host animals or consumption of wild animals was suspected to be the main route of SARSCoV2 transmission.,"The coronavirus, which first sickened people in China in December, is thought to have passed from animals to humans, like many similar pathogens, but nothing has been confirmed yet by any peer-reviewed scientific research, global public health agency or academic expert. ",Supports,1,what is the origin of COVID-19
8310,We find that the critical mask adherence is 5 per 100 when 80% wear face masks.,Face masks offer little protection against coronavirus.,Supports,82,Can face masks protect me from the coronavirus disease?
189,"This provides evidences strongly supporting scientific hypotheses that bats and pangolins are probable hosts for the COVID-19 virus. At the whole genome analysis level, our findings also indicate that bats are more likely the hosts for the COVID-19 virus than pangolins.",There is much more to coronaviruses than SARS-CoV-2. Coronaviruses are actually a family of hundreds of viruses.,Neutral,1,what is the origin of COVID-19
9200,"It is known that transmission from person to person is the most important way to spread. However, due to the widespread host diversity, a detailed examination of the role of animals in this pandemic is essential to effectively fight against the outbreak.","Coronavirus: No proof yet that pets can get COVID-19 from owners, but human to animal spread has happened before.",Neutral,95,Can animals spread COVID-19 to people?
5423,"Evidence that face masks provide effective protection against respiratory infections in the community is scarce. However, face masks are widely used by health workers as part of droplet precautions when caring for patients with respiratory infections. It would therefore be reasonable to suggest that consistent widespread use of face masks in the community could prevent further spread of the Severe Acute Respiratory Syndrome-Coronavirus 2 (SARS-CoV-2).",Skeptics say: Why wear masks if they don't filter out all coronavirus? Scientists say: Because it could mean less severe illness.,Supports,53,Can wearing masks help in preventing the spread of the coronavirus disease?
12743,"In this study, we collected blood from COVID-19 patients who have recently become virus-free and therefore were discharged, and analyzed their SARS-CoV-2-specific antibody and T cell responses. We observed SARS-CoV-2-specific humoral and cellular immunity in the patients. Both were detected in newly discharged patients, suggesting both participate in immune-mediated protection to viral infection.",immune system protects us against the invader and can even be helpful for its therapy. But sometimes it can turn against us.,Neutral,3,will SARS-CoV2 infected people develop immunity?
8603,"Teicoplanin, an antibiotic used to treat staphylococci infection, previously showed efficacy to inhibit the first stage of MERS-coronarivus viral cycle in human cells. ",Are antibiotics effective in preventing or treating COVID-19? No. Antibiotics do not work against viruses; they only work on bacterial infections.,Refutes,84,Do antibiotics work against the coronavirus?
8182,We also demonstrated that three brands of medical masks blocked over 99% viruses in aerosols. The avian coronavirus was completely inactivated after being steamed for 5 minutes.,"Anything that covers my nose and mouth, regardless of how it's made, will keep me from spreading the virus to others.",Supports,82,Can face masks protect me from the coronavirus disease?
9591,"The World Health Organization (WHO) has declared this outbreak a global health emergency and as on April 24, 2020, it has spread to 213 countries, with 25,91,015 confirmed cases and 742,855 cases have been recovered from COVID-19.","Doctors and researchers have been unsure whether people who recover from COVID-19 who test positive again continue to be contagious, or if they could get a second infection",Neutral,114,Can people recover from COVID-19?
14084,"Thus, our goal is to test the most active antivirals identified in adequate animal models infected with SARS-CoV-2, to add more information about possible in vivo efficacy. In turn, successful antivirals could be tested in clinical trials as treatments for infected patients, but also as pre-exposure prophylaxis to avoid novel infections until an effective and safe vaccine is developed.","there is promising multidrug treatment against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the virus responsible for causing COVID-19 disease. ",Neutral,5,are there any drugs that work for SARS-CoV or SARS-CoV-2 in animals?
9524,"Trials such as the SOLIDARITY and RECOVERY are ongoing, and first results were announced in favour of therapy with dexamethasone with a significant trend showing greatest benefit among those patients requiring ventilation.",Common Steroid Could Be Cheap and Effective Treatment for Severe COVID-19.,Neutral,112,Is dexamethasone effective for treating COVID-19?
11769,"among patients who were diagnosed with COVID-19, ACEI/ARB use was not associated with increased risk of hospital admission.","For example, patients with [high blood pressure] or diabetes have worse outcomes with COVID-19",Refutes,20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) inhibitors at increased risk for COVID-19?
7966,"However, other manifestations such as headache, abdominal pain, diarrhea, loss of taste and smell were added to the clinical spectrum, during the course of the COVID19 pandemic.",Another key sign of coronavirus illness: A loss of the sense of smell,Supports,80,Is a headache sign of the coronavirus disease?
5541,Wearing medical masks or N95 masks (namely N95 respirators) can slow the virus spread and reduce the infection risk.,There is also evidence that surgical masks help prevent sick people from infecting healthy people.,Supports,53,Can wearing masks help in preventing the spread of the coronavirus disease?
87,This paper investigates the COVID-19 virus origin by using artificial intelligence (AI) and raw genomic sequences of the virus.,"If you are found to be infected with a common coronavirus (229E, NL63, OC43, and HKU1), that does not mean you are infected with the 2019 novel coronavirus.",Neutral,1,what is the origin of COVID-19
1406,Preliminary observations from our team and others suggest that temperature and climatological factors could influence the spread of this novel coronavirus,There have been hints from lab experiments that increased temperature and humidity may reduce the viability of SARS-CoV-2.,Supports,2,how does the coronavirus respond to changes in the weather
1078,Temperature is the most influential parameter that reduces the growth at the rate of 13-16 cases/day with a 1{degrees}C rise in temperature,The lower number of COVID-19 cases in tropical countries might be due to warm-humid,Supports,2,how does the coronavirus respond to changes in the weather
12015," consistent reports of cardiac injury and de novo cardiac complications, including possible myocarditis, arrhythmia, and heart failure in patients without prior cardiovascular disease or significant risk factors, are emerging",doctors have been increasingly reporting cases of another battlefield raging within the body: the heart.,Supports,22,are heart complications likely in patients with COVID-19?
11577,This has led to the hypothesis that use of ACEIs and ARBs may increase the risk of developing severe COVID-19.,"For example, patients with [high blood pressure] or diabetes have worse outcomes with COVID-19",Neutral,20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) inhibitors at increased risk for COVID-19?
11941,"Cardiovascular complications were mainly observed in the confirmed COVID-19+group, consisting of heart failure (9%), palpitations/arrhythmias (3%), stroke/TIA (3%) and pulmonary hypertension (3%). Cardiovascular symptoms such as chest pain (1%), myocardial injury (1%) and pericardial effusion (1%) were also recorded.","some people may experience heart damage that mimics heart attack injury even if their arteries lack the fatty, calcified flow-limiting blockages known to cause classic heart attacks.",Neutral,22,are heart complications likely in patients with COVID-19?
14150,"At this point, the data here presented on hydroxychloroquine either alone or combined with azithromycin (together with previously reported in vivo data in macaques and ferrets) provide no scientific basis for further use of the drug in humans.","camostat mesylate was active against other coronaviruses, including SARS-CoV. ",Neutral,5,are there any drugs that work for SARS-CoV or SARS-CoV-2 in animals?
3756,A significant negative correlation (p=0.033) has been observed between mean vitamin D levels and COVID-19 cases per one million population in European countries.,"Your normal body temperature remains the same, regardless of the temperature of your bath or shower.",Neutral,42,Does Vitamin D impact COVID-19 prevention and treatment?
12844,"In this study, we collected blood from COVID-19 patients who have recently become virus-free and therefore were discharged, and analyzed their SARS-CoV-2-specific antibody and T cell responses. We observed SARS-CoV-2-specific humoral and cellular immunity in the patients. Both were detected in newly discharged patients, suggesting both participate in immune-mediated protection to viral infection.","Can you boost your immune system to fight COVID-19? We don't yet know how to fully prevent or manage the damage caused by COVID-19, the disease caused by a coronavirus that is new to us all.",Neutral,3,will SARS-CoV2 infected people develop immunity?
8183,We also demonstrated that three brands of medical masks blocked over 99% viruses in aerosols. The avian coronavirus was completely inactivated after being steamed for 5 minutes.,the general public wear cloth face masks to help decrease everyone's chances of getting COVID-19.,Supports,82,Can face masks protect me from the coronavirus disease?
3888,"Several studies demonstrated the role of vitamin D in reducing the risk of acute viral respiratory tract infections and pneumonia. These include direct inhibition with viral replication or with anti-inflammatory or immunomodulatory ways. In the meta-analysis, vitamin D supplementation has been shown as safe and effective against acute respiratory tract infections. Thus, people who are at higher risk of vitamin D deficiency during this global pandemic should consider taking vitamin D supplements to maintain the circulating 25(OH)D in the optimal levels (75-125nmol/L).",Having adequate levels of Vitamin D may improve the outcome of patients hospitalized with COVID-19,Supports,42,Does Vitamin D impact COVID-19 prevention and treatment?
14162,"At this point, the data here presented on hydroxychloroquine either alone or combined with azithromycin (together with previously reported in vivo data in macaques and ferrets) provide no scientific basis for further use of the drug in humans.","lopinavir (LPV), ritonavir, chloroquine, favipiravir, and remdesivir drugs can cure and treat covid-19",Neutral,5,are there any drugs that work for SARS-CoV or SARS-CoV-2 in animals?
2031,We use a simple log-linear model with intercept and trend break to evaluate whether the measures are effective preventing/slowing down the spread of the disease in Turkey.,"When going out in public, it is important to stay at least 6 feet away from other people and wear a mask to slow the spread of COVID-19. ",Neutral,10,has social distancing had an impact on slowing the spread of COVID-19?
9336,An outbreak of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) started in December 2019 in China and was declared a pandemic on 11.03.2020 by WHO.,"On March 13, the World Health Organization declared COVID-19 a pandemic.",Refutes,104,When was the COVID-19 pandemic declared?
11727,Patients who take ACEIs and ARBS may be at increased risk of severe disease outcomes due to SARS-CoV-2 infections.,specific medications for high blood pressure could be linked with worse outcomes for COVID-19 patients.,Supports,20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) inhibitors at increased risk for COVID-19?
994,"We show that the delay between exposure and detection of infection complicates the estimation of weather impact on COVID-19 transmission, potentially explaining significant variability in results to-date",Cold weather kills coronavirus 2019 and 13 other COVID-19,Neutral,2,how does the coronavirus respond to changes in the weather
6775,Humans showing clinical symptoms of respiratory infections have been undergoing for COVID-19 diagnostic test but many infected people and few pets confirmed with SARS-CoV-2 remained asymptomatic. ,"there is evidences that pets, including cats and dogs, play a role in spreading COVID-19 to people.",Neutral,67,Can animals spread COVID-19?
2613,Anosmia and ageusia as primary symptoms of COVID-19,Most people who get COVID-19 recover from it,Neutral,26,what are the early symptoms of COVID-19?
2054,The Australian and New Zealand governments both initiated strict social distancing measures in response to the COVID-19 pandemic in late March. It remains difficult to quantify the impact this had in reducing the spread of the virus.,"In the absence of a vaccine to protect people from Covid-19, the disease caused by the coronavirus SARS-CoV-2, minimising the spread of the virus is of utmost importance.",Neutral,10,has social distancing had an impact on slowing the spread of COVID-19?
903,"Correcting for that distributed delay and offering conservative estimates, we find a negative relationship between temperatures above 25 degrees Celsius and estimated reproduction number ([R]), with each degree Celsius associated with a 3.1% (95% CI, 1.5% to 4.8%) reduction in [R]. Higher levels of relative humidity strengthen the negative effect of temperature above 25 degrees.",Warm Weather slow The Spread Of COVID-19,Supports,2,how does the coronavirus respond to changes in the weather
12978," According to this hypothesis vaccine formulations (tetanus, diphtheria, Bordetella pertussis) could be re-administrate after the first contact with Covid-19, better before the development of respiratory severe illness and of course before full-blown ARDS (Acute Respiratory Distress Syndrome). The CD4+ memory exploiting could help immune system to recall immunity of already know antigens against coronaviruses, avoiding or limiting lung crash until virus specific immunity develops and making it faster and prolonged. ","In some covid-19 cases, older adults and people of any age with underlying health conditions may have symptoms that are not typically seen in others, or they may take longer than others to develop fever and other symptoms.",Neutral,3,will SARS-CoV2 infected people develop immunity?
12972," According to this hypothesis vaccine formulations (tetanus, diphtheria, Bordetella pertussis) could be re-administrate after the first contact with Covid-19, better before the development of respiratory severe illness and of course before full-blown ARDS (Acute Respiratory Distress Syndrome). The CD4+ memory exploiting could help immune system to recall immunity of already know antigens against coronaviruses, avoiding or limiting lung crash until virus specific immunity develops and making it faster and prolonged. ",obesity is the most common risk factor for severe illness from COVID-19 with over 30% of the population affected. Obesity causes several health issues that predispose people to complications.,Neutral,3,will SARS-CoV2 infected people develop immunity?
5501,"Face masks are an avenue to curb the spread of coronavirus, but few people in Western societies wear face masks.",Skeptics say: Why wear masks if they don't filter out all coronavirus? Scientists say: Because it could mean less severe illness.,Supports,53,Can wearing masks help in preventing the spread of the coronavirus disease?
10137,"Surrogate points are usually evaluated, such as: clinical recovery, symptom-based disease relief (fever, cough, diarrhea, myalgia, shortness of breath), lack of progression of shortness of breath, rate of artificial ventilation, rate of admission to the intensive care unit, etc. ","But Tylenol isn't risk-free, either. It can damage the liver in high doses.",Neutral,141,"Are Tylenol, Advil and Motrin effective and safe to take for COVID-19 symptoms?"
2633,Anosmia and ageusia as primary symptoms of COVID-19,"COVID symptoms include a high fever, a new cough, and loss of smell and taste",Neutral,26,what are the early symptoms of COVID-19?
6461,"Cannabis smoking is linked with poor respiratory health, immunosuppression and multiple contaminants. Potential synergism between the two epidemics would represent a major public health convergence. Cigarettes were implicated with disease severity in Wuhan, China.",Smoking and coronavirus: Does smoking prevent coronavirus? The short answer is NO,Supports,63,Can smoking help in preventing COVID-19?
4944,Dietary supplementation has not been linked to COVID-19 prevention.,There's no evidence that taking vitamin C regularly can help prevent coronavirus or COVID-19.,Supports,51,Does Vitamin C impact COVID-19 prevention and treatment?
5309,Hoaxes (such as eating garlic or citrus to prevent COVID-19) were detected in 15 videos (10.9%).,"COVID-19 cure: eating boiled garlic. drinking chlorine dioxide, an industrial bleach.",Refutes,52,Does garlic protect against covid-19
9455,"In many hospitals, entire wards, including some psychiatric wards, have been reorganized to admit patients with COVID-19, and many physicians and nurses have been diverted to wards managing patients with COVID-19.",The COVID crisis has created mental health issues that cannot be ignored.,Neutral,109,How to stay mentally healthy during COVID-19 crisis?
1993,The government of different countries has adopted various policies to contain this epidemic and the most common were social distancing and lockdown. Our analysis revealed that the measures can slow down the outbreak. We can reduce the epidemic size and prolong the time to arrive at the epidemic peak by seriously following the measures suggested by the authorities.,the time between exposure and the onset of covid-19 symptoms-is anywhere between two to 14 days. ,Neutral,10,has social distancing had an impact on slowing the spread of COVID-19?
11664,The present study has found that the use of ACE inh/ARBs therapy might be associated with an increased in-hospital mortality in patients who were diagnosed with Covid-19 pneumonia.,High blood pressure drugs do increase COVID-19 risk,Supports,20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) inhibitors at increased risk for COVID-19?
4822,"The majority of documents encouraged the consumption of fruits, vegetables, and whole grain foods. Thirty-one percent of the guidelines highlighted the importance of minerals and vitamins such as zinc and vitamins C, A, and D to maintain a well-functioning immune system.","Many supplements and natural or other alternative treatments are being promoted to prevent or treat coronavirus (COVID-19). None have been proven to work, but some have potential benefit.",Supports,51,Does Vitamin C impact COVID-19 prevention and treatment?
7362,"For NSAIDs, there is no clear scientific evidence linking ibuprofen and other NSAIDs to worsening of COVID-19; however, it seems prudent to continue them, if necessary to control pericarditis, and on the other hand, to prefer paracetamol for fever and systemic symptoms related to COVID-19.","Several types of OTC medicine can help to reduce the fever, headaches, and body aches that may come with COVID-19. That includes acetaminophen and ibuprofen.",Supports,69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
7504,"However, available data from limited studies show administration of recombinant ACE2 improves lung damage caused by respiratory viruses, suggesting ibuprofen use may be beneficial in COVID-19 disease. ","Anti-inflammatory drugs, which includes steroids such as prednisone and non-steroidal drugs like ibuprofen, work by decreasing inflammation",Supports,69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
12378,"Older age, diabetes and other comorbidities are reported as significant predictors of morbidity and mortality. Chronic inflammation, increased coagulation activity, immune response impairment, and potential direct pancreatic damage by SARS-CoV-2 might be among the underlying mechanisms of the association between diabetes and COVID-19.",Should all diabetics be labeled 'high risk' for COVID-19? Maybe not,Refutes,24,what kinds of complications related to COVID-19 are associated with diabetes
143,The results obtained from various AI-enabled experiments using clustering algorithms demonstrate that all examined COVID-19 virus genomes belong to a cluster that also contains bat and pangolin coronavirus genomes.,Coronavirus origins: genome analysis suggests two viruses may have combined,Refutes,1,what is the origin of COVID-19
8420,and 3) provides suggestion that the public should wear the mask during COVID-19 pandemic according to local context.,"When someone who has COVID-19 coughs, sneezes, or talks, they send tiny droplets with the coronavirus into the air. That's where a mask can help.",Supports,82,Can face masks protect me from the coronavirus disease?
2396,social distancing is associated with a statistically-significant reduction in the doubling rate for all but three states.,"both in the U.S. and globally, that social distancing policies led to a decrease in community mobility.",Supports,10,has social distancing had an impact on slowing the spread of COVID-19?
13703,Knowledge of the molecular mechanisms of viral cycles and immunity is an important prerequisite for the development of vaccination strategies and development of effective drugs.,"If you are immunocompromised, the best way to prevent COVID-19 is to avoid being exposed to this virus.",Neutral,3,will SARS-CoV2 infected people develop immunity?
12441,"The CD4 + memory exploiting could help immune system to recall immunity of already know antigens against coronaviruses, avoiding or limiting ""lung crash"" until virus specific immunity develops and making it faster and prolonged. Finally, this administration could be helpful not only in already infected patients, but also before infection. In fact, people could have an immune system more ready when the contact with the Covid-19 will occur.","A cytokine storm becomes an all-too-frequent phenomenon, particularly among the young. But treatments are being tested.",Neutral,3,will SARS-CoV2 infected people develop immunity?
9247,"Evidence evaluating these supplements in COVID-19 patients is lacking, and providers and patients should not rely on dietary supplements to prevent or treat COVID-19.",Coronavirus: Can large doses of vitamin C prevent or help to treat covid-10? No Absolutely not,Supports,101,Can I take any vitamins or supplements to prevent COVID-19?
12988," According to this hypothesis vaccine formulations (tetanus, diphtheria, Bordetella pertussis) could be re-administrate after the first contact with Covid-19, better before the development of respiratory severe illness and of course before full-blown ARDS (Acute Respiratory Distress Syndrome). The CD4+ memory exploiting could help immune system to recall immunity of already know antigens against coronaviruses, avoiding or limiting lung crash until virus specific immunity develops and making it faster and prolonged. ","young men with severe COVID-19 had mutations in the gene for a certain cell receptor. This receptor, some researchers suspect, grows scarcer as we age.",Neutral,3,will SARS-CoV2 infected people develop immunity?
2933,"early empiric short-term administration of HCQ in symptomatic individuals, may be a promising, safe and low-cost strategy.",Hydroxychloroquine has long been used to treat malaria as well as other conditions such as lupus and arthritis.,Neutral,28,does hydroxychloroquine treat COVID-19?
11235,"three double-layer materials including double-layer medical non-woven fabric, medical non-woven fabric plus non-woven shopping bag, and medical non-woven fabric plus granular tea towel could meet all the standards of pressure difference, particle filtration efficiency, and resistance to surface wetting, and were close to the standard of the bacterial filtration efficiency; homemade masks using available materials can minimize the chance of infection to the maximum extent.",Asking everyone to wear cloth masks can help reduce the spread of the virus by people who have COVID-19 but don't realize it,Supports,18,what are the best masks for preventing infection by Covid-19?
8435,and 3) provides suggestion that the public should wear the mask during COVID-19 pandemic according to local context.,Face masks offer little protection against coronavirus.,Supports,82,Can face masks protect me from the coronavirus disease?
3910,"a small reverse correlation between mortality rate and vitamin D status was observed throughout the globe (r= -0.177). In Asia, a medium direct correlation was observed for recovery rate (r= 0.317) and a significant reveres correlation for mortality rate (r= -0.700) with vitamin D status in such patients.",vitamin D supplements can prevent coronavirus,Refutes,42,Does Vitamin D impact COVID-19 prevention and treatment?
1592,Lack of personal protective equipment was cited as a common cause of death.,"in the COVID-19 pandemic, it appeared that the primary risk of death from the disease was severe pneumonia followed by a cytokine storm.",Refutes,4,how do people die from the coronavirus?
14236,"The results suggest the effectiveness of Ribavirin, Remdesivir, Sofosbuvir, Galidesivir, and Tenofovir as potent drugs against SARS-CoV-2 since they tightly bind to its RdRp. In addition, the results suggest guanosine derivative (IDX-184), Setrobuvir, and YAK as top seeds for antiviral treatments with high potential to fight the SARS-CoV-2 strain specifically. ","Various compounds that have been proposed for the treatment of SARS-CoV-2 are affected by the cytochrome P450 (CYP)-metabolizing system as either substrates, enzyme inhibitors or enzyme inducers.",Neutral,5,are there any drugs that work for SARS-CoV or SARS-CoV-2 in animals?
10738,Human Coronavirus 229E Remains Infectious on Common Touch Surface Materials,"It's a low risk to get covid-19 by groceries and packages that we have delivered, but it's possible that if someone is delivering a package to your house and they are sick, that may be a route for transmission.",Refutes,16,touching a contaminated surface will not make you sick
14171,"At this point, the data here presented on hydroxychloroquine either alone or combined with azithromycin (together with previously reported in vivo data in macaques and ferrets) provide no scientific basis for further use of the drug in humans.","there is SARS-CoV-2 RNA in various clinical specimens, suggesting other transmission routes for this virus besides respiratory secretions ",Neutral,5,are there any drugs that work for SARS-CoV or SARS-CoV-2 in animals?
9156,"There is evidence that SARS-CoV-2 can infect felines, dogs and minks, and there is evidence of human-to-animal infection.","COVID-19 spreads less commonlythrough contact with contaminated surfaces, and rarely between people and animals.",Refutes,95,Can animals spread COVID-19 to people?
2645,"The median communicable period, defined as the interval from the first day of positive nucleic acid tests to the first day of continuous negative tests, was 9.5 days (up to 21 days among the 24 asymptomatic cases). Through epidemiological investigation, we observed a typical asymptomatic transmission to the cohabiting family members",People can contract the novel coronavirus and be truly asymptomatic -- meaning the virus infects them and runs its course without ever producing symptoms.,Supports,27,what is known about people that have COVID-19 without any symptoms?
13013,"we discovered evidence that SARS-CoV-2, along with related coronaviruses, used mutations to evade attack from the human immune system. Overall, we present an immunological resource for SARS-CoV-2 that could promote both therapeutic development and mechanistic research.","If you are immunocompromised, the best way to prevent COVID-19 is to avoid being exposed to this virus.",Neutral,3,will SARS-CoV2 infected people develop immunity?
11631,Angiotensin-converting enzyme inhibitors and angiotensin II receptor blockers are not associated with severe COVID-19 infection in a multi-site UK acute hospital trust,specific medications for high blood pressure could be linked with worse outcomes for COVID-19 patients.,Refutes,20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) inhibitors at increased risk for COVID-19?
6125,"In conclusion, the plant-based foods play a vital role to enhance the immunity of people to control of COVID-19.","drinking tea is effective in curing and relieving symptoms of the novel coronavirus, COVID-19.",Refutes,58,Can drinking hot green tea help in preventing COVID-19?
10531,The most common coronaviruses may well survive or persist on surfaces for up to one month.,The coronavirus has been found to live on some surfaces for longer than 9 days,Supports,16,touching a contaminated surface will not make you sick
5676,"Since 1975, BCG vaccination policy in Sweden changed from routine vaccination of all newborn infants to selective vaccination of groups at higher risk [3], andSpain did the same, but not Portugal(Fig.1).",Can a vaccine from 1921 save lives from Covid-19? No Absolutely not,Neutral,54,can bcg vaccine cure covid-19
12080,"Pre-existing comorbidities such as hypertension, diabetes, and cardiovascular disease are associated with a greater severity and higher fatality rate of covid-19.","People with high blood pressure may be at increased risk, especially if it's not under control and they have other health problems. ",Supports,23,what kinds of complications related to COVID-19 are associated with hypertension?
9667,We wish to remind readers that children and adolescents can have COVID-19 disease and that the disease may be extra-pulmonary.,"You may have heard of a recent rise in reported COVID-19 cases in children. This confirms that children are not immune to the virus. Fortunately, they tend to have milder symptoms, are less likely become severely ill and rarely need to be hospitalized with the illness",Supports,116,Can children get COVID-19?
4523,"dexamethasone may be useful for the short-term in severe, intubated, COVID-19 patients, but could be outright dangerous during recovery since the virus will not only persist, but the body will be prevented from generating protective antibodies.",scientists recommend against using dexamethasone in patients,Supports,46,what evidence is there for dexamethasone as a treatment for COVID-19?
11062,"A trend in favour of N95 respirators was observed in preventing laboratory-confirmed respiratory viral infections, laboratory-confirmed respiratory infection, and influenza like illness.",number of deaths by covid-19 can be reducded if the population wear face masks in public,Neutral,18,what are the best masks for preventing infection by Covid-19?
9977,"Of note, 44.12% of the detected IgM levels were dropped below the cutoff value after heating, suggesting heat inactivation can lead to false-negative results of these samples.",Taking a hot bath will not prevent you from catching COVID-19.,Supports,129,Does heat prevent COVID-19?
9272,Dietary supplementation has not been linked to COVID-19 prevention.,"And, most importantly, there's scant evidence to support taking supplements to prevent COVID-19",Supports,101,Can I take any vitamins or supplements to prevent COVID-19?
3315,"A principal defence against uncontrolled inflammation, and against viral infection in general, is provided by T regulatory lymphocytes (Tregs). Treg levels have been reported to be low in many COVID-19 patients and can be increased by vitamin D supplementation. Low vitamin D levels have been associated with an increase in inflammatory cytokines and a significantly increased risk of pneumonia and viral upper respiratory tract infections. Vitamin D deficiency is associated with an increase in thrombotic episodes, which are frequently observed in COVID-19. Vitamin D deficiency has been found to occur more frequently in patients with obesity and diabetes. These conditions are reported to carry a higher mortality in COVID-19. If vitamin D does in fact reduce the severity of COVID-19 in regard to pneumonia/ARDS, inflammation, inflammatory cytokines and thrombosis, it is our opinion that supplements would offer a relatively easy option to decrease the impact of the pandemic.","healthy blood levels of vitamin D may give patients with COVID-19 a survival advantage by helping them avoid cytokine storm, when the immune system overreacts and attacks your body's own cells and tissues.",Supports,42,Does Vitamin D impact COVID-19 prevention and treatment?
13591,Thus both qualitative and quantitative features of B and T cell immunity to spike constitute informative biomarkers of the protective potential of novel SARS-CoV-2 vaccines.,the imune system alone can not fight against covid-19,Neutral,3,will SARS-CoV2 infected people develop immunity?
5293,51% will drink ginger with honey and 42.7% eat garlic for infection prevention.,"There is no evidence that taking garlic, ginger or lemon or other herbal remedies can protect you from Covid-19.",Refutes,52,Does garlic protect against covid-19
9999,"Fire needling therapy has the effects of clearing heat, removing dampness, replenishing for the deficiency, removing stasis and detoxifying, which is mainly aimed at preventing populations, light and common types cases, and cases in the recovery period.","Does heat prevent COVID-19? No, Absolutely not",Supports,129,Does heat prevent COVID-19?
9337,An outbreak of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) started in December 2019 in China and was declared a pandemic on 11.03.2020 by WHO.,The World Health Organization (WHO) has not officially declared the outbreak of COVID-19 a pandemic,Refutes,104,When was the COVID-19 pandemic declared?
11892," The COVID-19 population-level mortality rate (per 100,000 person-years) increased with age: from 0.1 deaths among 30-39 year olds to 9.5 deaths among 80 year olds.","Coronavirus and COVID-19: Younger Adults Are at Risk, Too",Supports,21,what are the mortality rates overall and in specific populations
9967,We showed that heat inactivation significantly interferes with the levels of antibodies to SARS-CoV-2. The IgM levels of all the 34 serum samples (100%) from COVID-19 patients decreased by an average level of 53.56%. The IgG levels were decreased in 22 of 34 samples (64.71%) by an average level of 49.54%.,Good ventilation can reduce the risk of catching coronavirus.,Refutes,129,Does heat prevent COVID-19?
10266,No specific treatment has been reported.,Favipiravir may treat SARS-CoV-2,Refutes,148,Can favipiravir help treat COVID-19?
5120,"Some nutrients are actively involved in the proper functioning and strengthening of the human immune system against viral infections including dietary protein, omega-3 fatty acids, vitamin A, vitamin D, vitamin E, vitamin B1, vitamin B6, vitamin B12, vitamin C, iron, zinc, and selenium. Few studies were done on the effect of dietary components on prevention of COVID-19, but supplementation with these nutrients may be effective in improving the health status of patients with viral infections.",Megadoses Of Vitamin C Will Not Cure Coronavirus,Supports,51,Does Vitamin C impact COVID-19 prevention and treatment?
2968,"Preliminary clinical evidence from China and France showed significant virological and clinical benefit in HCQ-treated patients, while other studies, mostly including critically ill patients, did not show favorable results.",COVID-19 patients who took hydroxychloroquine were less likely to die,Neutral,28,does hydroxychloroquine treat COVID-19?
3447,Vitamin D deficiency that is not sufficiently treated is associated with COVID-19 risk.,"Because people are advised to stay at home as much as possible, people sould take vitamin D supplements through summer and autumn during this pandemic to prevent covid-19.",Supports,42,Does Vitamin D impact COVID-19 prevention and treatment?
4553,More studies are needed to further understand the presentation and outcomes of children with COVID-19 in children with special needs. ,children make up more than 7% of all coronavirus cases in the US,Neutral,47,what are the health outcomes for children who contract COVID-19?
3430,Vitamin D deficiency that is not sufficiently treated is associated with COVID-19 risk.,no studies have investigated the effect of vitamin D supplements or vitamin D deficiency on the risk of contracting the new coronavirus,Refutes,42,Does Vitamin D impact COVID-19 prevention and treatment?
2688,"APs with COVID-19 still have certain period of viral shedding, which suggests the possibility of transmission during their asymptomatic period.",20% of Coronavirus Infections Are Asymptomatic but Still Contagious If you have SARS-CoV-2 you can spread the disease even without symptoms.,Supports,27,what is known about people that have COVID-19 without any symptoms?
12436,"diabetes, hypertension, and cholesterol levels possess an apparent relation to COVID-19 severity.",People with diabetes are among those at increased risk of dying,Supports,24,what kinds of complications related to COVID-19 are associated with diabetes
8738,"This review summarizes the possible transmission ways of COVID-19 through the foods, food supply chain, surfaces, and environment before exploring the development of corresponding detection tools of SARS-CoV-2.","At this time, there is no evidence of transmission of the COVID-19 virus, a respiratory virus, through food or food packaging",Neutral,90,Can COVID-19 spread through food?
8260,It would therefore be reasonable to suggest that consistent widespread use of face masks in the community could prevent further spread of the Severe Acute Respiratory Syndrome-Coronavirus 2 (SARS-CoV-2).,"Physical distancing, face masks, and eye protection to prevent person-to-person transmission of SARS-CoV-2 and COVID-19",Supports,82,Can face masks protect me from the coronavirus disease?
6512, Data indicate CVIR demonstrates significant trends across cannabis use intensity quintiles and with relaxed cannabis legislation. Recent cannabis use is independently predictive of CVIR in bivariate and multivariable adjusted models and intensity of use is interactively significant. ,smokers are actually less likely to become seriously infected with covid-19,Refutes,63,Can smoking help in preventing COVID-19?
