id,claim,negated_claim,label_original,label_negated
VL004533,"The red-bellied pacu, an invasive species related to the piranha but with human-like teeth, is known to have bitten off men's testicles, killing at least two victims.","The red-bellied pacu, an invasive species related to the piranha but with human-like teeth, is not known to have bitten off men's testicles, killing at least two victims.",false,true
VL004540,"With Trump rollback, school lunch could get more white bread.","With Trump rollback, school lunch could not get more white bread.",true,false
VL004543,Lloyd Doggett Says the main Central Texas food bank is delivering 50 percent more food to the poor than three years ago.,Lloyd Doggett Says the main Central Texas food bank is not delivering 50 percent more food to the poor than three years ago.,true,false
VL004546,"""The CDC is """"spending money on things like jazzercise, urban gardening and massage therapy"""" that could be redirected to Ebola.""","""The CDC is not """"spending money on things like jazzercise, urban gardening and massage therapy"""" that could be redirected to Ebola."".",false,true
VL004548,Venomous 'two-striped telamonia' spiders are lurking beneath toilet seats in public restrooms.,Venomous 'two-striped telamonia' spiders are not lurking beneath toilet seats in public restrooms.,false,true
VL004555,"“Slime,” a do-it-yourself gooey craft project containing borax, white glue, and shaving cream, comes with serious health risks.","“Slime,” a do not-it-yourself gooey craft project containing borax, white glue, and shaving cream, comes with serious health risks.",false,true
VL004557,The mosquito population in South Florida is larger than it is in many other communities in the country.,The mosquito population in South Florida is not larger than it is in many other communities in the country.,true,false
VL004564,Workplace workouts can snag on stressful corporate culture.,Workplace workouts can not snag on stressful corporate culture.,true,false
VL004569,The Environmental Protection Agency will allow new asbestos products to enter the market.,The Environmental Protection Agency will not allow new asbestos products to enter the market.,true,false
VL004570,Claimed the U.S. has “thousands of judges — border judges — thousands and thousands.”,Claimed the U.S. has not “thousands of judges — border judges — thousands and thousands.”.,false,true
VL004576,"""Marco Rubio Says Ted Cruz supports """"legalizing people who are in this country illegally.""","""Marco Rubio Says Ted Cruz supports """"legalizing people who are not in this country illegally."".",false,true
VL004577,Larry King says he was operated on for lung cancer.,Larry King says he was not operated on for lung cancer.,true,false
VL004578,"""Zika mosquitoes """"can’t catch me.""","""Zika mosquitoes """"can not’t catch me."".",true,false
VL004579,There are a couple of stories about this. One warning says that a documentary on Dateline TV showed that E.coli bacteria were found in pre-packaged bags of salad and that the Dole company has issued a recall on some bags. The other from September of 2006 says the Food and Drug Administration has issued an alert that a strain of E.coli bacterium has been found in several U.S. states and that pre-packaged bags of spinach are suspect.,There are not a couple of stories about this. One warning says that a documentary on Dateline TV showed that E.coli bacteria were found in pre-packaged bags of salad and that the Dole company has issued a recall on some bags. The other from September of 2006 says the Food and Drug Administration has issued an alert that a strain of E.coli bacterium has been found in several U.S. states and that pre-packaged bags of spinach are suspect.,true,false
VL004582,A scientific study has concluded that “drinking young people’s blood” provides health and longevity benefits.,A scientific study has not concluded that “drinking young people’s blood” provides health and longevity benefits.,false,true
VL004586,"We understand that this heroin is primarily coming from Mexico, over the border.","We understand that this heroin is not primarily coming from Mexico, over the border.",true,false
VL004588,R&B singer Avant was diagnosed with a terminal condition in March 2019 and was told he has only six months to live.,R&B singer Avant was not diagnosed with a terminal condition in March 2019 and was told he has only six months to live.,false,true
VL004592,"""Patrick Johnston Says abortion is """"the most common surgery in our country.""","""Patrick Johnston Says abortion is not """"the most common surgery in our country."".",false,true
VL004593,General Mills has issued a massive recall for Gold Medal Flour because a suspected E. coli outbreak.,General Mills has not issued a massive recall for Gold Medal Flour because a suspected E. coli outbreak.,true,false
VL004599,Governor: Wisconsin must ‘step up’ after school shootings.,Governor: Wisconsin must not ‘step up’ after school shootings.,true,false
VL004600,"""Female students at UVA """"have a 20 percent chance of being sexually assaulted.""","""Female students at UVA """"have not a 20 percent chance of being sexually assaulted."".",false,true
VL004604,Explainer: What the U.S. funds freeze could mean for WHO and its work.,Explainer: What the U.S. funds freeze could not mean for WHO and its work.,true,false
VL004606,"A clause hidden in the Obamacare bill, which is now law, gives Obama the right to form a private army.","A clause hidden in the Obamacare bill, which is not now law, gives Obama the right to form a private army.",false,true
VL004608,Exposure to secondhand marijuana smoke will get you high and potentially show up in a drug test.,Exposure to secondhand marijuana smoke will not get you high and potentially show up in a drug test.,true,false
VL004610,"""If the Stamp Farm wind turbine is built, the """"health risk of 'flicker' impact created by shadows of blades of turbines poses real and significant health risks, particularly seizures.""","""If the Stamp Farm wind turbine is not built, the """"health risk of 'flicker' impact created by shadows of blades of turbines poses real and significant health risks, particularly seizures."".",false,true
VL004611,Graham crackers were named for a man who believed unhealthy diet led to sexual excess.,Graham crackers were not named for a man who believed unhealthy diet led to sexual excess.,true,false
VL004612,"""Michele Bachmann Says Tim Pawlenty said in 2006, """"The era of small government is over... the government has to be more proactive and more aggressive.""","""Michele Bachmann Says Tim Pawlenty said in 2006, """"The era of small government is not over... the government has to be more proactive and more aggressive."".",true,false
VL004615,"Blood spots were visible in the left eye of Joe Biden, a 2020 U.S. Democratic presidential candidate, during a CNN debate in September 2019.","Blood spots were not visible in the left eye of Joe Biden, a 2020 U.S. Democratic presidential candidate, during a CNN debate in September 2019.",true,false
VL004620,Opioid epidemic has addiction revealed in obituaries.,Opioid epidemic has not addiction revealed in obituaries.,true,false
VL004622,Circulating posts by a man named Richard Rose demonstrate his position that COVID-19 was a hoax; Rose died from COVID-19 in July 2020.,Circulating posts by a man named Richard Rose demonstrate his position that COVID-19 was not a hoax; Rose died from COVID-19 in July 2020.,true,false
VL004627,Angioplasty’s golden era may be fading,Angioplasty’s golden era may not be fading.,true,false
VL004630,Light therapy effectively treats early prostate cancer,Light therapy effectively does not treat early prostate cancer.,false,true
VL004636,Scientists discover biomarkers which could lead to better treatments for CF patients,Scientists discover biomarkers which could not lead to better treatments for CF patients.,false,true
VL004638,Sailor and explorer Christopher Columbus proved the earth was round.,Sailor and explorer Christopher Columbus proved the earth was not round.,false,true
VL004640,A ban on smoking in cars when children are present took effect on 30 January 2018.,A ban on smoking in cars when children are not present took effect on 30 January 2018.,false,true
VL004642,Face masks may be 'new normal' in post-virus life as U.S. prepares gradual reopening.,Face masks may not be 'new normal' in post-virus life as U.S. prepares gradual reopening.,true,false
VL004649,Ten years ago the Austin Water Utility used a total of 240.3 million gallons. Every summer since then our peak day of water use has been lower.,Ten years ago the Austin Water Utility used a total of 240.3 million gallons. Every summer since then our peak day of water use has not been lower.,true,false
VL004652,Viral image Says Anthony Fauci “is married to Ghislaine Maxwell’s sister.”,Viral image Says Anthony Fauci “is not married to Ghislaine Maxwell’s sister.”.,false,true
VL004655,DNC staffer Seth Rich sent 'thousands of leaked e-mails' to WikiLeaks before he was murdered.,DNC staffer Seth Rich sent 'thousands of leaked e-mails' to WikiLeaks before he was not murdered.,false,true
VL004659,The costs of cancer and all affiliated issues are over $20 billion a year to this state.,The costs of cancer and all affiliated issues are not over $20 billion a year to this state.,true,false
VL004660,"For the amount of money Hillary Clinton would like to spend on refugees, we could rebuild every inner city in America.","For the amount of money Hillary Clinton would not like to spend on refugees, we could rebuild every inner city in America.",false,true
VL004661,"""The WIC program """"is an incredibly cost effective program, serving nearly 10 million Americans each year and costing less than $100 per person. In my district, more than 18 percent of residents suffer from food insecurity and depend on WIC to make ends meet.""","""The WIC program """"is not an incredibly cost effective program, serving nearly 10 million Americans each year and costing less than $100 per person. In my district, more than 18 percent of residents suffer from food insecurity and depend on WIC to make ends meet."".",false,true
VL004662,"""There have been multiple media reports about (Donald Trump's) business dealings with the mob, with the mafia.""","""There have not been multiple media reports about (Donald Trump's) business dealings with the mob, with the mafia."".",true,false
VL004664,Merck's anti-blood clot drug should be approved: FDA review.,Merck's anti-blood clot drug should not be approved: FDA review.,true,false
VL004665,Trump says he is holding big Pharma accountable in opioid fight.,Trump says he is not holding big Pharma accountable in opioid fight.,true,false
VL004666,"The law says ... when a police officer stops you, do whatever he says and then deal with it later.","The law says ... when a police officer stops you, do not whatever he says and then deal with it later.",false,true
VL004668,"""The World Health Organization advised social media users against """"unprotected sex"""" with farm animals in response to a coronavirus outbreak that appears to have originated in China.""","""The World Health Organization advised social media users against """"unprotected sex"""" with farm animals in response to a coronavirus outbreak that appears to have not originated in China."".",false,true
VL004673,Active duty males in the military are twice as likely to develop prostate cancer than their civilian counterparts.,Active duty males in the military are not twice as likely to develop prostate cancer than their civilian counterparts.,true,false
VL004674,Texas Governor Rick Perry’s voter ID law is a blatant effort to defeat Wendy Davis by disenfranchising tens of thousands of women voters.,Texas Governor Rick Perry’s voter ID law is not a blatant effort to defeat Wendy Davis by disenfranchising tens of thousands of women voters.,false,true
VL004675,The creator of Breaking Bad announced the series will return for a sixth season.,The creator of Breaking Bad announced the series will not return for a sixth season.,false,true
VL004678,"""Iran’s """"regime is responsible for more than 1,000 American casualties during the Iraq war"""" and """"has plotted a terrorist attack here in our nation's capital.""","""Iran’s """"regime is not responsible for more than 1,000 American casualties during the Iraq war"""" and """"has plotted a terrorist attack here in our nation's capital."".",true,false
VL004690,The water workout trend health experts are gushing over,The water workout trend health experts are not gushing over.,false,true
VL004694,"Facebook post Says Gov. Tony Evers “is proposing a new plan, a 150 day shutdown of the state (5 MONTHS!) followed by a 120 day extension.”","Facebook post Says Gov. Tony Evers “is not proposing a new plan, a 150 day shutdown of the state (5 MONTHS!) followed by a 120 day extension.”.",false,true
VL004697,Vow of chastity and the pill may keep nuns healthy.,Vow of chastity and the pill may not keep nuns healthy.,true,false
VL004698,Judge: Carnival must fix ocean pollution issues faster.,Judge: Carnival must not fix ocean pollution issues faster.,true,false
VL004701,Nonprofit has given $25M to Wyoming health care.,Nonprofit has not given $25M to Wyoming health care.,true,false
VL004707,"""If the coronavirus gets in your mouth, """"drinking water or other liquids will WASH them down through your esophagus and into the stomach. Once there in tummy ... your stomach ACID will kill all the virus.""","""If the coronavirus gets in your mouth, """"drinking water or other liquids will not WASH them down through your esophagus and into the stomach. Once there in tummy ... your stomach ACID will kill all the virus."".",false,true
VL004708,We don't need a separate (prescription drug) database ... Pharmacies already have a database in place.,We don't need a separate (prescription drug) database ... Pharmacies already have not a database in place.,false,true
VL004713,Youngsters deliberately coughing on produce in grocery stores during the COVID-19 pandemic is a nationwide trend in the U.S.,Youngsters deliberately coughing on produce in grocery stores during the COVID-19 pandemic is not a nationwide trend in the U.S.,false,true
VL004717,"""Kelly Alexander Says """"most"""" NC legislators are in the """"high risk age group"""" for coronavirus""","""Kelly Alexander Says """"most"""" NC legislators are not in the """"high risk age group"""" for coronavirus"".",true,false
VL004719,"100 percent of the crime is committed, in estimate, by about 15 percent of the population.","100 percent of the crime is not committed, in estimate, by about 15 percent of the population.",false,true
VL004721,A study performed at the Los Alamos National Laboratory found that millimeter wave body scanners commonly used by airport security can alter your DNA.,A study performed at the Los Alamos National Laboratory found that millimeter wave body scanners commonly used by airport security can not alter your DNA.,false,true
VL004723,"“While all COVID-19 news has been going on, the U.S. Government has been sneakily trying to remove end-to-end encryption” which means “the government will be able to see all of your messages and listen to all of your calls.”","“While all COVID-19 news has not been going on, the U.S. Government has been sneakily trying to remove end-to-end encryption” which means “the government will be able to see all of your messages and listen to all of your calls.”.",false,true
VL004727,New breast cancer drug may be effective against other types of cancer,New breast cancer drug may not be effective against other types of cancer.,false,true
VL004730,"Period Pain Drug Can Cure Alzheimer’s Disease, New Study Suggests","Period Pain Drug Can not Cure Alzheimer’s Disease, New Study Suggests.",false,true
VL004733,"Over 73% of all donations raised (from the ALS Ice Bucket Challenge) are going to fundraising, overhead, executive salaries, and external donations.","Over 73% of all donations raised (from the ALS Ice Bucket Challenge) are not going to fundraising, overhead, executive salaries, and external donations.",false,true
VL004738,Donald Trump Says Florida had five sanctuary cities while Jeb Bush was governor.,Donald Trump Says Florida had not five sanctuary cities while Jeb Bush was governor.,false,true
VL004743,"""Viral image Says Hillary Clinton told the Des Moines Register on Aug. 8, 2015: """"I will get the NRA shut down for good if I become president. If we can ban handguns, we will do it.""","""Viral image Says Hillary Clinton told the Des Moines Register on Aug. 8, 2015: """"I will not get the NRA shut down for good if I become president. If we can ban handguns, we will do it."".",false,true
VL004751,"Steak is back on the menu, if a new red meat risk review is to be believed.","Steak is not back on the menu, if a new red meat risk review is to be believed.",true,false
VL004753,"""A Penn State University study found that """"electronic cigarettes . . . are far less addictive than cigarettes.""","""A Penn State University study found that """"electronic cigarettes . . . are not far less addictive than cigarettes."".",true,false
VL004760,"""Jake Tapper Says the Joker's """"Red Hood"""" origin story is """"the true one.""","""Jake Tapper Says the Joker's """"Red Hood"""" origin story is not """"the true one."".",false,true
VL004764,"""The vice president of Pfizer said human papillomavirus vaccine Gardasil is """"deadly.""","""The vice president of Pfizer said human papillomavirus vaccine Gardasil is not """"deadly."".",false,true
VL004765,COVID-19 could lose its epidemic status in the United States because of declining coronavirus death rates according to CDC data.,COVID-19 could not lose its epidemic status in the United States because of declining coronavirus death rates according to CDC data.,false,true
VL004770,"Doctors in India have been successful in treating coronavirus with a combination of drugs (Lopinavir, Retonovir, Oseltamivir along with Chlorphenamine) and are going to suggest the same medicine globally.","Doctors in India have not been successful in treating coronavirus with a combination of drugs (Lopinavir, Retonovir, Oseltamivir along with Chlorphenamine) and are going to suggest the same medicine globally.",true,false
VL004771,"""A migrant girl was found with """"20 types of semen in her."""" Also, three people were in quarantine for an """"unknown"""" disease.""","""A migrant girl was not found with """"20 types of semen in her."""" Also, three people were in quarantine for an """"unknown"""" disease."".",false,true
VL004772,ColoradoCare would have higher revenues than McDonald’s.,ColoradoCare would not have higher revenues than McDonald’s.,true,false
VL004773,A Newark woman was arrested for raping and killing her toddler son.,A Newark woman was not arrested for raping and killing her toddler son.,false,true
VL004775,Television journalist Geraldo Rivera was born Jerry Rivers but changed his name to appeal to Latino viewers.,Television journalist Geraldo Rivera was not born Jerry Rivers but changed his name to appeal to Latino viewers.,false,true
VL004776,An Apple a Day May Help Keep Heart Disease Away,An Apple a Day May not Help Keep Heart Disease Away.,false,true
VL004777,"""A mother sued a hospital and claimed that a flu shot had """"turned"""" her son gay.""","""A mother sued a hospital and claimed that a flu shot had not """"turned"""" her son gay."".",false,true
VL004780,Suggests the flu shot was responsible for the death of a New York state senator.,Suggests the flu shot was not responsible for the death of a New York state senator.,false,true
VL004782,A widely circulated obituary claims that the Great Barrier Reef has died after an impressive 25 million year run.,A widely circulated obituary claims that the Great Barrier Reef has not died after an impressive 25 million year run.,false,true
VL004785,"""Democratic presidential candidate Michael Bloomberg said that """"95 percent of your murders"""" are committed by """"male minorities 15 to 25.""","""Democratic presidential candidate Michael Bloomberg said that """"95 percent of your murders"""" are not committed by """"male minorities 15 to 25."".",true,false
VL004792,Medicare will be bankrupt in nine years.,Medicare will not be bankrupt in nine years.,false,true
VL004794,The last time there was a sustained surge of confidence in government's competence was under Ronald Reagan.,The last time there was not a sustained surge of confidence in government's competence was under Ronald Reagan.,false,true
VL004797,Combination Chemo-Radiation Therapy May Help Preserve Larynx for Patients with Laryngeal Cancer,Combination Chemo-Radiation Therapy May not Help Preserve Larynx for Patients with Laryngeal Cancer.,false,true
VL004800,"“Face masks being manufactured in China, for example, went to domestic consumption and their own fight against the virus” while the U.S. was “largely unable to import supplies from China.”","“Face masks being manufactured in China, for example, went to domestic consumption and their own fight against the virus” while the U.S. was not “largely unable to import supplies from China.”.",false,true
VL004802,"The Clinton Foundation is a charity where President and Secretary Clinton and their daughter, they take no salary, they get no money from it, they take no personal benefit from it.","The Clinton Foundation is not a charity where President and Secretary Clinton and their daughter, they take no salary, they get no money from it, they take no personal benefit from it.",true,false
VL004803,Study shows real-world massage is effective treatment for low back pain,Study shows real-world massage is not effective treatment for low back pain.,false,true
VL004807,The U.S. government funded Mitch McConnell's care and rehabilitation when he had polio as a child.,The U.S. government funded Mitch McConnell's care and rehabilitation when he had not polio as a child.,false,true
VL004808,Bypass patients can benefit from a few drinks: study,Bypass patients can not benefit from a few drinks: study.,false,true
VL004811,Amazing fact: Senate has already voted on more amendments in 2015 than Reid allowed ALL YEAR last year.,Amazing fact: Senate has not already voted on more amendments in 2015 than Reid allowed ALL YEAR last year.,true,false
VL004815,"""Dozens of people on the set of the film """"Titanic"""" were sickened after eating seafood chowder that had been spiked with the drug PCP on the final day of shooting.""","""Dozens of people on the set of the film """"Titanic"""" were not sickened after eating seafood chowder that had been spiked with the drug PCP on the final day of shooting."".",true,false
VL004817,"The rate of accidental deaths from physicians is much higher than the accidental death rates for gun owners, meaning that doctors are more dangerous than guns.","The rate of accidental deaths from physicians is not much higher than the accidental death rates for gun owners, meaning that doctors are more dangerous than guns.",false,true
VL004818,Bone marrow stem cells could defeat drug-resistant tuberculosis.,Bone marrow stem cells could not defeat drug-resistant tuberculosis.,true,false
VL004823,Webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.,Webster sponsored a bill to create a form of marriage that would not trap women in abusive relationships.,true,false
VL004824,"""Chain email Says President Barack Obama """"doubled the national debt, which had taken more than two centuries to accumulate, in one year.""","""Chain email Says President Barack Obama """"doubled the national debt, which had not taken more than two centuries to accumulate, in one year."".",false,true
VL004832,The United Nations has backed President Obama’s secret plan to nationalize local police departments.,The United Nations has not backed President Obama’s secret plan to nationalize local police departments.,false,true
VL004838,A mall Santa Claus and his elves beat up a child molester after a little girl confided in him that all she wanted was for her stepfather to stop touching her at night.,A mall Santa Claus and his elves beat up a child molester after a little girl confided in him that all she wanted was not for her stepfather to stop touching her at night.,false,true
VL004839,Brian Kilmeade Says Colorado food stamp recipients can use ATMs to get cash to buy marijuana.,Brian Kilmeade Says Colorado food stamp recipients can not use ATMs to get cash to buy marijuana.,false,true
VL004840,New Year's is the day of the year on which the greatest number of people are killed in automobile accidents.,New Year's is not the day of the year on which the greatest number of people are killed in automobile accidents.,false,true
VL004849,"Tequila fights viruses, aids weight loss, and is beneficial for people afflicted with gastrointestinal illness.","Tequila fights viruses, aids weight loss, and is not beneficial for people afflicted with gastrointestinal illness.",false,true
VL004855,Hospital says it will be diverting trauma patients elsewhere.,Hospital says it will not be diverting trauma patients elsewhere.,true,false
VL004858,Debby Ryan had a heart attack after learning that her former co-star Cameron Boyce had passed away.,Debby Ryan had not a heart attack after learning that her former co-star Cameron Boyce had passed away.,false,true
VL004859,"Author and filmmaker Bill Still has followed up on reports that a UPS cargo plane smuggled illegal immigrants into the country at an airport in Harrison, Pennsylvania.","Author and filmmaker Bill Still has not followed up on reports that a UPS cargo plane smuggled illegal immigrants into the country at an airport in Harrison, Pennsylvania.",false,true
VL004863,Police are seeking the impeachment of Speaker of the House Nancy Pelosi for treason.,Police are not seeking the impeachment of Speaker of the House Nancy Pelosi for treason.,false,true
VL004864,Scientists aim at joint injuries that can trigger arthritis.,Scientists aim at joint injuries that can not trigger arthritis.,true,false
VL004868,"If the new coronavirus gets into your mouth, drinking water or other liquids will wash them down through the oesophagus. Once they’re in the stomach, the acid will kill the virus. If you don't drink enough water more regularly, the virus can enter your windpipes and into the lungs.","If the new coronavirus gets into your mouth, drinking water or other liquids will not wash them down through the oesophagus. Once they’re in the stomach, the acid will kill the virus. If you don't drink enough water more regularly, the virus can enter your windpipes and into the lungs.",true,false
VL004869,Fish Oil May Fight Psychosis,Fish Oil May not Fight Psychosis.,true,false
VL004872,Baseball and insurance are the only industries exempt from antitrust laws.,Baseball and insurance are not the only industries exempt from antitrust laws.,false,true
VL004876,"We were one of the first states in the U.S. to build sewers, to bring the treatment plant on line.","We were not one of the first states in the U.S. to build sewers, to bring the treatment plant on line.",true,false
VL004882,"WHO says new China coronavirus could spread, warns hospitals worldwide.","WHO says new China coronavirus could not spread, warns hospitals worldwide.",true,false
VL004883,Ultrasound With Elastography May Cut Down on Biopsies,Ultrasound With Elastography May not Cut Down on Biopsies.,false,true
VL004884,New Evidence Resveratrol May Slow Alzheimer’s,New Evidence Resveratrol May not Slow Alzheimer’s.,false,true
VL004885,"Study Finds Single, Escalated Dose of Brachytherapy Radiation May Be a Safe and Effective Treatment for Localized Prostate Cancer","Study Finds Single, Escalated Dose of Brachytherapy Radiation May not Be a Safe and Effective Treatment for Localized Prostate Cancer.",false,true
VL004886,"In 2012, 123 African-Americans were shot dead by police. ... Same year, 326 whites were killed by police.","In 2012, 123 African-Americans were not shot dead by police. ... Same year, 326 whites were killed by police.",false,true
VL004892,Children are “almost immune from this disease.”,Children are not “almost immune from this disease.”.,false,true
VL004894,"“Pick up a product. Look at the barcode. If the first 3 numbers are 690 or 691 or 692, the product was made in China.”","“Pick up a product. Look at the barcode. If the first 3 numbers are not 690 or 691 or 692, the product was made in China.”.",false,true
VL004897,Cancer History Should Consider MRI: Study,Cancer History Should not Consider MRI: Study.,false,true
VL004902,MS Patients May Soon Bypass Painful Injections,MS Patients May not Soon Bypass Painful Injections.,true,false
VL004903,Vitamin D might be factor in longer life,Vitamin D might not be factor in longer life.,true,false
VL004909,A study has determined that Nutella brand spread includes a known carcinogen among its ingredients.,A study has not determined that Nutella brand spread includes a known carcinogen among its ingredients.,false,true
VL004913,Immigrants who illegally crossed into the U.S. at the Mexico border are the cause of measles outbreaks in 2019 in the U.S.,Immigrants who illegally crossed into the U.S. at the Mexico border are not the cause of measles outbreaks in 2019 in the U.S.,false,true
VL004915,"""Mattel is introducing """"Public Assistance Barbie"""" for the holidays.""","""Mattel is not introducing """"Public Assistance Barbie"""" for the holidays."".",false,true
VL004917,America has already taken in one-fourth of Mexico's entire population.,America has not already taken in one-fourth of Mexico's entire population.,false,true
VL004921,"""We are seeing dramatic rate cuts"""" to Medicare that will affect seniors’ ability to keep their doctor, hospital and prevention services.""","""We are not seeing dramatic rate cuts"""" to Medicare that will affect seniors’ ability to keep their doctor, hospital and prevention services."".",false,true
VL004924,"""A letter was written by F. Scott Fitzgerald in 1920 while the author was quarantined in France during the """"Spanish influenza"""" pandemic.""","""A letter was not written by F. Scott Fitzgerald in 1920 while the author was quarantined in France during the """"Spanish influenza"""" pandemic."".",false,true
VL004925,To have and have not: A better way to screen for lung cancer,To have not and have not: A better way to screen for lung cancer.,false,true
VL004938,It’s just crazy that the government will ... make it illegal to use the old [incandescent] bulbs.,It’s just crazy that the government will not ... make it illegal to use the old [incandescent] bulbs.,false,true
VL004939,Queuing for eternity: Fossils show lining up is primal urge.,Queuing for eternity: Fossils show lining up is not primal urge.,true,false
VL004942,"Social Security was advocated … in the 1930s as a way of getting people to quit working, because they thought we were confined to a permanent scarcity of jobs in this country.","Social Security was not advocated … in the 1930s as a way of getting people to quit working, because they thought we were confined to a permanent scarcity of jobs in this country.",false,true
VL004946,A flu drug — shown to reduce the duration of symptoms — could upend treatment in U.S.,A flu drug — shown to reduce the duration of symptoms — could not upend treatment in U.S.,true,false
VL004949,Ultraviolet light (UV) can be injected into a person's body to help them fend off COVID-19.,Ultraviolet light (UV) can not be injected into a person's body to help them fend off COVID-19.,false,true
VL004954,"The Latin American “kissing   bug” has infected people in the U.S. with Chagas disease, which is also   called “the silent killer.”","The Latin American “kissing bug” has not infected people in the U.S. with Chagas disease, which is also called “the silent killer.”.",true,false
VL004958,This unit is the only one in the state that strives to implement the principles of Mother-Friendly care as outlined by the national Coalition for Improving Maternity Services Mother-Friendly Childbirth Initiative.,This unit is not the only one in the state that strives to implement the principles of Mother-Friendly care as outlined by the national Coalition for Improving Maternity Services Mother-Friendly Childbirth Initiative.,false,true
VL004965,"""Charlie Crist Says Rick Scott """"thinks employers should be able to deny women coverage for birth control.""","""Charlie Crist Says Rick Scott """"thinks employers should not be able to deny women coverage for birth control."".",true,false
VL004966,She is the only candidate who has stood by our community and immigration reform from the beginning.,She is not the only candidate who has stood by our community and immigration reform from the beginning.,false,true
VL004967,Better communication can help couples affected by Alzheimer’s,Better communication can not help couples affected by Alzheimer’s.,false,true
VL004968,Ariz. AG: Marijuana money can be used for addiction services.,Ariz. AG: Marijuana money can not be used for addiction services.,true,false
VL004970,VA will provide in-home care for vet with Gehrig’s disease.,VA will not provide in-home care for vet with Gehrig’s disease.,true,false
VL004973,Fifty-three percent of teens in Central Falls are getting pregnant.,Fifty-three percent of teens in Central Falls are not getting pregnant.,false,true
VL004986,"""A virtual """"walk"""" through the colon could detect cancer earlier""","""A virtual """"walk"""" through the colon could not detect cancer earlier"".",false,true
VL004992,Life – now in ‘surround sound’: Ex-Miss America has 2nd implant to aid hearing,Life – now in ‘surround sound’: Ex-Miss America has not 2nd implant to aid hearing.,false,true
VL004993,"Postmaster General Louis DeJoy “gave $400,000 to Republicans just this year” and has “between $30 and $75 million in assets of direct competitors to the United States Postal Service.”","Postmaster General Louis DeJoy “gave $400,000 to Republicans just this year” and has not “between $30 and $75 million in assets of direct competitors to the United States Postal Service.”.",true,false
VL004995,"""Marco Rubio Says Ted Cruz """"is a supporter of legalizing people that are in this country illegally"""" and """"proposed giving them work permits.""","""Marco Rubio Says Ted Cruz """"is not a supporter of legalizing people that are in this country illegally"""" and """"proposed giving them work permits."".",false,true
VL004998,Twenty-five percent of our kids in foster care are there because their parents are involved in drugs.,Twenty-five percent of our kids in foster care are not there because their parents are involved in drugs.,true,false
VL005000,"""Our new (health care) plans are up to 60% less expensive and better"""" than Obamacare.""","""Our new (health care) plans are not up to 60% less expensive and better"""" than Obamacare."".",false,true
VL005001,An eRumor comparing the number of gun-related   deaths among soldiers killed in action in IRAQ with the number of gun   related deaths in Washington DC . It concludes that the ratio of deaths   per 100.000 in Washington DC was worse than the same ratio in  Iraq and   closes by saying that the US should pull out of Washington!,An eRumor comparing the number of gun-related deaths among soldiers killed in action in IRAQ with the number of gun related deaths in Washington DC . It concludes that the ratio of deaths per 100.000 in Washington DC was not worse than the same ratio in Iraq and closes by saying that the US should pull out of Washington!.,false,true
VL005004,A series of widely-shared photos show the effects that the Fukushima Nuclear DIsaster had on marine life.,A series of widely-shared photos show the effects that the Fukushima Nuclear DIsaster had not on marine life.,false,true
VL005006,Mental health care summit: Local officials must lead effort.,Mental health care summit: Local officials must not lead effort.,true,false
VL005009,The Food and Drug Administration (FDA) banned the sale of cannabidiol (CBD) oils because a drug company is interested in marketing them.,The Food and Drug Administration (FDA) banned the sale of cannabidiol (CBD) oils because a drug company is not interested in marketing them.,false,true
VL005012,"""Michele Bachmann's legislative record is """"offering failed amendments.""","""Michele Bachmann's legislative record is not """"offering failed amendments."".",true,false
VL005015,Obese have worse sexual health despite less sex.,Obese have not worse sexual health despite less sex.,true,false
VL005017,"""Marijuana is """"less toxic"""" than alcohol.""","""Marijuana is not """"less toxic"""" than alcohol."".",true,false
VL005019,"""Texting """"USPS"""" to 50409 engages a service called """"Resistbot"""" and generates a letter of support for the Postal Service that is sent to a user's political representatives.""","""Texting """"USPS"""" to 50409 engages a service called """"Resistbot"""" and generates a letter of support for the Postal Service that is not sent to a user's political representatives."".",true,false
VL005020,"This email is an alert to         California or Texas drivers of several new laws to be aware of that the email         says go into effect on July 1, 2007.","This email is not an alert to California or Texas drivers of several new laws to be aware of that the email says go into effect on July 1, 2007.",false,true
VL005030,"“According to the CDC, so far this year, Florida has had 1,762 deaths from COVID-19 and 5,185 from pneumonia. Average pneumonia deaths in Florida from 2013-2018 for the same time period are 918.”","“According to the CDC, so far this year, Florida has not had 1,762 deaths from COVID-19 and 5,185 from pneumonia. Average pneumonia deaths in Florida from 2013-2018 for the same time period are 918.”.",false,true
VL005033,A man was charged with a DUI for drinking too much caffeine.,A man was not charged with a DUI for drinking too much caffeine.,false,true
VL005034,Rhode Island has the highest percentage of uninsured adults of any state in New England.,Rhode Island has not the highest percentage of uninsured adults of any state in New England.,true,false
VL005039,People have been buried alive by mistake.,People have not been buried alive by mistake.,true,false
VL005043,"I helped win one of the biggest private lawsuits against Medicare fraud in history. The government declined to pursue the case, so my firm did, and we recovered $324 million for taxpayers.","I helped win one of the biggest private lawsuits against Medicare fraud in history. The government declined to pursue the case, so my firm did not, and we recovered $324 million for taxpayers.",true,false
